iteration,m2,m3,c3,quality_degree
0,30.0,23.0,0.1,33.45750771764451
1,14.648790079936582,8.416213375029187,0.08276219945026572,12.813228420847526
2,21.848551550719876,13.537297614683377,0.14103781401286689,1.3652582791456633
3,26.933837747475664,17.17045176603523,0.1893829079933588,0.030988462733500706
4,27.9759123942476,17.984490916217556,0.19987462357560137,3.268430764516525e-05
5,28.000262439740673,18.00031959023316,0.20000592476558252,1.7063080030827715e-08
